user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
all_samples_bin.70.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__JAHALF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018371275.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__JAHALF01;s__JAHALF01 sp018371275	78.2	0.47	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__JAHALF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.53	11	0.9121142182274157	N/A
all_samples_bin.71.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	ANI	classification based on placement in class-level tree	GCF_900113455.1, s__Ligilactobacillus ruminis, 95.0, 80.4, 0.03; GCA_910587695.1, s__Ligilactobacillus sp910587695, 95.0, 78.87, 0.02; GCF_001436315.1, s__Ligilactobacillus aviarius, 95.0, 78.42, 0.06; GCF_001436215.1, s__Ligilactobacillus agilis, 95.0, 78.4, 0.04; GCF_001434535.1, s__Ligilactobacillus animalis, 95.0, 78.33, 0.03; GCF_003864415.1, s__Ligilactobacillus salitolerans, 95.0, 77.95, 0.03; GCF_001434405.1, s__Ligilactobacillus apodemi, 95.0, 77.87, 0.03; GCA_019119415.1, s__Ligilactobacillus avistercoris, 95.0, 77.78, 0.01; GCF_001435375.1, s__Ligilactobacillus araffinosus, 95.0, 77.24, 0.08; GCF_001435755.1, s__Ligilactobacillus acidipiscis, 95.0, 77.23, 0.04; GCF_001591685.1, s__Ligilactobacillus murinus, 95.0, 77.17, 0.03; GCF_000423245.1, s__Ligilactobacillus ceti, 95.0, 77.06, 0.08; GCF_001435955.1, s__Ligilactobacillus salivarius, 95.0, 76.91, 0.1; GCF_001654615.1, s__Ligilactobacillus aviarius_B, 95.0, 76.9, 0.06; GCF_000423265.1, s__Ligilactobacillus saerimneri, 95.0, 76.83, 0.03; GCF_000615845.1, s__Ligilactobacillus hayakitensis, 95.0, 76.79, 0.08; GCF_000349725.1, s__Ligilactobacillus pobuzihii, 95.0, 76.71, 0.05; GCF_900110005.1, s__Ligilactobacillus ruminis_A, 95.0, 76.7, 0.04; GCF_000615765.1, s__Ligilactobacillus equi, 95.0, 76.7, 0.05; GCA_019120355.1, s__Ligilactobacillus faecavium, 95.0, 76.64, 0.06; GCA_905204935.1, s__Ligilactobacillus sp900765635, 95.0, 76.33, 0.07; GCA_019116985.1, s__Ligilactobacillus excrementavium, 95.0, 76.13, 0.05; GCA_019114385.1, s__Ligilactobacillus excrementigallinarum, 95.0, 75.83, 0.1; GCA_019114105.1, s__Ligilactobacillus excrementipullorum, 95.0, 75.03, 0.01	93.51	11	0.9441743052562065	N/A
all_samples_bin.72.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	N/A	N/A	N/A	N/A	N/A	GCA_910578755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp910578755	79.05	0.35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017439985.1, s__Negativibacillus sp017439985, 95.0, 78.29, 0.1; GCF_900148495.1, s__Negativibacillus massiliensis, 95.0, 78.14, 0.1; GCA_017848075.1, s__Negativibacillus sp017848075, 95.0, 78.13, 0.1; GCA_000435195.1, s__Negativibacillus sp000435195, 95.0, 77.71, 0.09; GCA_905197685.1, s__Negativibacillus sp905197685, 95.0, 77.68, 0.09; GCA_900547455.1, s__Negativibacillus faecipullorum, 95.0, 77.38, 0.06; GCA_900547015.1, s__Negativibacillus sp900547015, 95.0, 77.28, 0.07	88.84	11	0.9614656833986114	N/A
all_samples_bin.73.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__	N/A	N/A	N/A	N/A	N/A	GCA_900542385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha excrementavium	77.78	0.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017416795.1, s__Copromorpha sp017416795, 95.0, 78.7, 0.19; GCA_902362435.1, s__Copromorpha sp900066305, 95.0, 78.65, 0.15; GCA_014306095.1, s__Copromorpha sp900549125, 95.0, 78.65, 0.17; GCA_018065295.1, s__Copromorpha sp018065295, 95.0, 78.55, 0.11; GCA_902795135.1, s__Copromorpha sp902795135, 95.0, 78.48, 0.06; GCA_017438285.1, s__Copromorpha sp017438285, 95.0, 78.37, 0.06; GCA_018714925.1, s__Copromorpha excrementigallinarum, 95.0, 78.28, 0.09; GCA_017404365.1, s__Copromorpha sp017404365, 95.0, 78.23, 0.04; GCF_014385065.1, s__Copromorpha sp900545775, 95.0, 77.97, 0.14; GCA_902786815.1, s__Copromorpha sp902786815, 95.0, 77.95, 0.04; GCA_900543485.1, s__Copromorpha excrementipullorum, 95.0, 77.88, 0.09; GCA_017431395.1, s__Copromorpha sp017431395, 95.0, 77.85, 0.01; GCA_905193765.1, s__Copromorpha sp905193765, 95.0, 77.73, 0.08; GCA_012513435.1, s__Copromorpha sp012513435, 95.0, 77.66, 0.14; GCA_902763505.1, s__Copromorpha sp902763505, 95.0, 77.6, 0.07; GCA_910585135.1, s__Copromorpha sp910585135, 95.0, 77.54, 0.06; GCA_017431785.1, s__Copromorpha sp017431785, 95.0, 77.4, 0.06; GCA_017457585.1, s__Copromorpha sp017457585, 95.0, 77.34, 0.1; GCA_017459895.1, s__Copromorpha sp017459895, 95.0, 77.33, 0.03; GCA_002310095.1, s__Copromorpha sp002310095, 95.0, 77.06, 0.05; GCA_017432345.1, s__Copromorpha sp017432345, 95.0, 77.06, 0.04; GCA_902797195.1, s__Copromorpha sp902797195, 95.0, 77.04, 0.03; GCA_902787725.1, s__Copromorpha sp902787725, 95.0, 77.01, 0.05; GCA_015058145.1, s__Copromorpha sp015058145, 95.0, 76.79, 0.05; GCA_017433375.1, s__Copromorpha sp017433375, 95.0, 76.58, 0.02; GCA_015058205.1, s__Copromorpha sp015058205, 95.0, 76.57, 0.05; GCA_902797095.1, s__Copromorpha sp902797095, 95.0, 75.98, 0.03; GCA_902766185.1, s__Copromorpha sp902766185, 95.0, 75.79, 0.02; GCA_902772685.1, s__Copromorpha sp902772685, 95.0, 75.74, 0.03; GCA_902796875.1, s__Copromorpha sp902796875, 95.0, 75.39, 0.03	91.6	11	0.9418555629671423	N/A
all_samples_bin.74.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Savagea;s__Savagea serpentis	GCF_015351395.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Savagea;s__Savagea serpentis	98.85	0.95	GCF_015351395.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Savagea;s__Savagea serpentis	98.85	0.95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Savagea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009740415.1, s__Savagea sp009740415, 95.0, 78.3, 0.23	68.11	11	N/A	N/A
all_samples_bin.75.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	ANI	classification based on placement in class-level tree	GCA_905203555.1, s__Schaedlerella sp905203555, 95.0, 78.97, 0.38; GCA_900765975.1, s__Schaedlerella sp900765975, 95.0, 78.56, 0.39; GCA_003480425.1, s__Schaedlerella sp900066545, 95.0, 78.11, 0.26; GCF_015560805.1, s__Schaedlerella glycyrrhizinilytica_A, 95.0, 77.49, 0.23; GCA_002320245.1, s__Schaedlerella sp002320245, 95.0, 77.07, 0.19; GCA_910575475.1, s__Schaedlerella sp910575475, 95.0, 76.84, 0.09; GCA_009774255.1, s__Schaedlerella sp009774255, 95.0, 76.73, 0.1; GCA_004556565.1, s__Schaedlerella sp004556565, 95.0, 76.63, 0.13; GCA_910574195.1, s__Schaedlerella sp910574195, 95.0, 76.63, 0.12; GCF_003885045.1, s__Schaedlerella arabinosiphila, 95.0, 76.55, 0.08; GCA_009911175.1, s__Schaedlerella sp009911175, 95.0, 76.45, 0.1; GCA_910589385.1, s__Schaedlerella sp910589385, 95.0, 76.31, 0.12; GCA_000403295.2, s__Schaedlerella sp000403295, 95.0, 76.3, 0.1; GCA_910574865.1, s__Schaedlerella sp910574865, 95.0, 75.93, 0.05	55.64	11	0.9737841330415136	N/A
all_samples_bin.76.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	GCF_001544095.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	98.58	0.91	GCF_001544095.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	98.58	0.91	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002850555.1, s__Enterococcus_D sp002850555, 95.0, 95.32, 0.95; GCF_001297065.1, s__Enterococcus_D sp001297065, 95.0, 80.31, 0.48; GCF_002140915.1, s__Enterococcus_D sp002140915, 95.0, 80.21, 0.46; GCF_001544275.1, s__Enterococcus_D gallinarum, 95.0, 79.81, 0.4	86.78	11	N/A	N/A
all_samples_bin.77.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	62.35	4	0.9300216572052845	N/A
all_samples_bin.78.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__	N/A	N/A	N/A	N/A	N/A	GCF_000469305.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	78.26	0.31	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.63	11	0.9737840830418665	N/A
all_samples_bin.79.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345	GCA_900541345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345	96.75	0.82	GCA_900541345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345	96.75	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 92.62, 0.84; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 89.9, 0.82; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 88.89, 0.88; GCF_013302405.1, s__Blautia_A caecimuris, 95.0, 78.41, 0.3; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 78.11, 0.19; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 78.07, 0.25; GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 77.91, 0.28; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 77.84, 0.26; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 77.8, 0.21; GCA_905206915.1, s__Blautia_A sp905206915, 95.0, 77.79, 0.16; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 77.77, 0.25; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 77.76, 0.18; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 77.76, 0.26; GCF_000210015.1, s__Blautia_A obeum_B, 95.0, 77.67, 0.22; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 77.65, 0.22; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 77.64, 0.25; GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 77.64, 0.24; GCF_013304385.1, s__Blautia_A sp900066505, 95.0, 77.61, 0.24; GCF_009707925.1, s__Blautia_A luti, 95.0, 77.61, 0.27; GCF_013304825.1, s__Blautia_A schinkii, 95.0, 77.61, 0.22; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 77.56, 0.23; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 77.55, 0.25; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 77.49, 0.21; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 77.48, 0.22; GCA_019116385.1, s__Blautia_A faecigallinarum, 95.0, 77.46, 0.15; GCF_016908695.1, s__Blautia_A faecis, 95.0, 77.45, 0.22; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 77.44, 0.24; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 77.43, 0.24; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 77.43, 0.22; GCA_000702025.1, s__Blautia_A schinkii_A, 95.0, 77.4, 0.25; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 77.39, 0.23; GCF_000153905.1, s__Blautia_A obeum, 95.0, 77.38, 0.22; GCA_019118425.1, s__Blautia_A faecavium, 95.0, 77.36, 0.2; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 77.35, 0.2; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 77.32, 0.19; GCA_019113745.1, s__Blautia_A intestinavium, 95.0, 77.29, 0.19; GCA_019119235.1, s__Blautia_A excrementigallinarum, 95.0, 77.26, 0.13; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 77.23, 0.24; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 77.19, 0.14; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 77.13, 0.16; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 77.08, 0.19; GCA_019118645.1, s__Blautia_A excrementipullorum, 95.0, 76.91, 0.19; GCF_002159835.1, s__Blautia_A avistercoris, 95.0, 76.85, 0.14; GCA_019120475.1, s__Blautia_A intestinipullorum, 95.0, 76.81, 0.16; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 76.79, 0.08; GCA_905209435.1, s__Blautia_A sp905209435, 95.0, 76.78, 0.24; GCA_019115125.1, s__Blautia_A faecipullorum, 95.0, 76.77, 0.17; GCA_018064695.1, s__Blautia_A sp018064695, 95.0, 76.56, 0.07; GCA_019112635.1, s__Blautia_A intestinigallinarum, 95.0, 76.54, 0.09; GCA_017463155.1, s__Blautia_A sp017463155, 95.0, 76.52, 0.05; GCA_900542045.1, s__Blautia_A gallistercoris, 95.0, 76.39, 0.11; GCA_017515945.1, s__Blautia_A sp017515945, 95.0, 76.36, 0.02; GCA_902803215.1, s__Blautia_A sp902803215, 95.0, 76.25, 0.04; GCA_017459635.1, s__Blautia_A sp017459635, 95.0, 76.09, 0.05; GCA_902783305.1, s__Blautia_A sp902783305, 95.0, 75.93, 0.03; GCA_017475035.1, s__Blautia_A sp017475035, 95.0, 75.73, 0.05; GCA_902782975.1, s__Blautia_A sp902782975, 95.0, 75.73, 0.04; GCA_017515325.1, s__Blautia_A sp017515325, 95.0, 75.66, 0.03; GCA_017420455.1, s__Blautia_A sp017420455, 95.0, 75.51, 0.05	62.37	11	N/A	N/A
all_samples_bin.8.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	66.52	11	0.8783054945098617	N/A
all_samples_bin.80.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina sp002743255	GCF_002743255.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina sp002743255	96.18	0.91	GCF_002743375.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina sp002743375	95.68	0.89	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_002101375.1, s__Sporosarcina ureae_B, 95.0, 90.47, 0.88; GCF_000425545.1, s__Sporosarcina ureae, 95.0, 88.72, 0.88; GCF_002743335.1, s__Sporosarcina sp002743335, 95.0, 88.52, 0.85; GCF_002082015.1, s__Sporosarcina ureae_A, 95.0, 87.19, 0.86; GCF_002109325.1, s__Sporosarcina ureae_C, 95.0, 84.99, 0.83; GCF_002077155.1, s__Sporosarcina sp002077155, 95.0, 81.07, 0.66; GCF_002743055.1, s__Sporosarcina sp002743055, 95.0, 80.04, 0.54; GCF_003351785.1, s__Sporosarcina sp003351785, 95.0, 79.34, 0.48; GCF_000220335.1, s__Sporosarcina newyorkensis, 95.0, 79.21, 0.5; GCF_009651005.1, s__Sporosarcina sp009651005, 95.0, 79.12, 0.46; GCF_009650995.1, s__Sporosarcina sp009650995, 95.0, 78.87, 0.43; GCF_014836415.1, s__Sporosarcina sp014836415, 95.0, 77.81, 0.08; GCF_900457495.1, s__Sporosarcina pasteurii, 95.0, 77.48, 0.08; GCF_001531445.1, s__Sporosarcina koreensis_C, 95.0, 77.35, 0.09; GCF_017498505.1, s__Sporosarcina sp017498505, 95.0, 77.3, 0.09; GCF_000826145.2, s__Sporosarcina koreensis_B, 95.0, 77.15, 0.05; GCF_003384035.1, s__Sporosarcina sp003384035, 95.0, 77.05, 0.09; GCF_007991495.1, s__Sporosarcina luteola, 95.0, 77.05, 0.1; GCF_017921835.1, s__Sporosarcina sp017921835, 95.0, 77.03, 0.08; GCF_018309085.1, s__Sporosarcina sp018309085, 95.0, 76.98, 0.07; GCF_013184495.1, s__Sporosarcina sp013184495, 95.0, 76.93, 0.07; GCF_000829195.1, s__Sporosarcina sp000829195, 95.0, 76.91, 0.09; GCF_008369195.1, s__Sporosarcina sp008369195, 95.0, 76.9, 0.1; GCF_000813425.1, s__Sporosarcina sp000813425, 95.0, 76.88, 0.08; GCF_000586555.1, s__Sporosarcina sp000586555, 95.0, 76.83, 0.09; GCF_016820585.1, s__Sporosarcina sp016820585, 95.0, 76.75, 0.1; GCF_013408665.1, s__Sporosarcina sp013408665, 95.0, 76.73, 0.11; GCF_001590685.1, s__Sporosarcina psychrophila, 95.0, 76.73, 0.11; GCF_900609045.1, s__Sporosarcina tadaridae, 95.0, 76.69, 0.09; GCF_014873855.1, s__Sporosarcina limicola, 95.0, 76.66, 0.09; GCF_014836615.1, s__Sporosarcina sp014836615, 95.0, 76.62, 0.13; GCF_017347095.1, s__Sporosarcina sp017347095, 95.0, 76.55, 0.09; GCF_014282005.1, s__Sporosarcina sp014282005, 95.0, 76.54, 0.1; GCF_014204635.1, s__Sporosarcina luteola_A, 95.0, 76.46, 0.09; GCF_001563475.1, s__Sporosarcina sp001563475, 95.0, 76.38, 0.09; GCF_001753205.1, s__Sporosarcina ureilytica, 95.0, 76.2, 0.09	70.53	11	N/A	N/A
all_samples_bin.81.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus_B;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001591965.1, s__Lysinibacillus_B odysseyi, 95.0, 82.48, 0.75; GCA_002359075.1, s__Lysinibacillus_B sp002359075, 95.0, 81.72, 0.51; GCF_014595895.1, s__Lysinibacillus_B odysseyi_A, 95.0, 78.31, 0.22	50.06	11	0.96839788448765	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.82.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus hoagii	GCF_001646645.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus hoagii	97.29	0.81	GCF_001646645.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus hoagii	97.29	0.81	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003051005.1, s__Rhodococcus sp003051005, 95.0, 86.23, 0.8; GCF_004011865.1, s__Rhodococcus agglutinans, 95.0, 85.3, 0.75; GCF_000738775.1, s__Rhodococcus defluvii, 95.0, 84.76, 0.71; GCF_005484805.1, s__Rhodococcus sp005484805, 95.0, 84.38, 0.73; GCF_013348805.1, s__Rhodococcus sp003350365, 95.0, 84.22, 0.7; GCF_005434945.1, s__Rhodococcus subtropicus, 95.0, 82.97, 0.56; GCF_004328705.1, s__Rhodococcus sp004328705, 95.0, 82.55, 0.56; GCF_004011835.1, s__Rhodococcus sp004011835, 95.0, 81.61, 0.49; GCF_004011825.1, s__Rhodococcus sp004011825, 95.0, 81.27, 0.49; GCF_001894985.1, s__Rhodococcus tukisamuensis, 95.0, 80.06, 0.48; GCF_006704125.1, s__Rhodococcus sp006704125, 95.0, 79.91, 0.47; GCF_001894865.1, s__Rhodococcus maanshanensis, 95.0, 79.9, 0.46; GCF_001040705.1, s__Rhodococcus sp001040705, 95.0, 79.86, 0.46; GCF_000341795.1, s__Rhodococcus triatomae_A, 95.0, 79.75, 0.48; GCF_900105195.1, s__Rhodococcus pyridinivorans, 95.0, 79.65, 0.4; GCF_011058165.1, s__Rhodococcus aetherivorans, 95.0, 79.64, 0.47; GCF_005049235.1, s__Rhodococcus oryzae, 95.0, 79.53, 0.46; GCF_900187265.1, s__Rhodococcus rhodochrous, 95.0, 79.53, 0.41; GCF_001646655.1, s__Rhodococcus gordoniae, 95.0, 79.49, 0.39; GCF_001895025.1, s__Rhodococcus zopfii, 95.0, 79.49, 0.45; GCF_015865005.1, s__Rhodococcus sp015865005, 95.0, 79.48, 0.42; GCF_017068395.1, s__Rhodococcus sp002165735, 95.0, 79.43, 0.47; GCF_001894945.1, s__Rhodococcus ruber, 95.0, 79.42, 0.46; GCF_000010805.1, s__Rhodococcus opacus_C, 95.0, 79.42, 0.46; GCF_012396235.1, s__Rhodococcus opacus, 95.0, 79.4, 0.46; GCF_001894825.1, s__Rhodococcus jostii, 95.0, 79.37, 0.47; GCF_013602415.1, s__Rhodococcus sp013602415, 95.0, 79.36, 0.41; GCF_900455735.1, s__Rhodococcus wratislaviensis, 95.0, 79.32, 0.47; GCF_012726195.1, s__Rhodococcus sp012726195, 95.0, 79.3, 0.34; GCF_001646785.1, s__Rhodococcus phenolicus, 95.0, 79.3, 0.45; GCF_000014565.1, s__Rhodococcus jostii_A, 95.0, 79.3, 0.47; GCF_900105905.1, s__Rhodococcus koreensis, 95.0, 79.25, 0.47; GCF_014256275.1, s__Rhodococcus wratislaviensis_A, 95.0, 79.22, 0.46; GCA_012729135.1, s__Rhodococcus sp012729135, 95.0, 79.08, 0.32; GCF_012726205.1, s__Rhodococcus sp012726205, 95.0, 79.08, 0.39; GCF_014217785.1, s__Rhodococcus triatomae, 95.0, 79.01, 0.37; GCF_001894925.1, s__Rhodococcus rhodnii, 95.0, 78.77, 0.34; GCA_001312645.1, s__Rhodococcus sp001312645, 95.0, 78.74, 0.29; GCF_004345605.1, s__Rhodococcus sp004345605, 95.0, 78.69, 0.35; GCF_016598535.1, s__Rhodococcus erythropolis_D, 95.0, 78.66, 0.34; GCF_001895045.1, s__Rhodococcus coprophilus, 95.0, 78.64, 0.34; GCF_012844225.1, s__Rhodococcus sp012844225, 95.0, 78.61, 0.34; GCF_001646745.1, s__Rhodococcus qingshengii, 95.5281, 78.59, 0.35; GCF_003130705.1, s__Rhodococcus sp003130705, 95.0, 78.53, 0.37; GCF_001894805.1, s__Rhodococcus globerulus, 95.0, 78.52, 0.32; GCF_001552595.1, s__Rhodococcus erythropolis, 95.5281, 78.5, 0.34; GCF_001894885.1, s__Rhodococcus marinonascens, 95.0, 78.36, 0.28; GCF_005938745.2, s__Rhodococcus sp005938745, 95.0, 78.36, 0.33; GCF_001767395.1, s__Rhodococcus sp001767395, 95.0, 78.33, 0.25; GCF_002245895.1, s__Rhodococcus sp002245895, 95.0, 78.32, 0.29; GCA_012514505.1, s__Rhodococcus sp012514505, 95.0, 78.07, 0.26; GCA_012515885.1, s__Rhodococcus sp012515885, 95.0, 77.21, 0.18	63.58	11	N/A	N/A
